fecha,temp_media,precipitacion
2023-04-11,15.21,0.0
2023-04-12,15.67,0.0
2023-04-13,14.22,0.0
2023-04-14,14.31,0.0
2023-04-15,15.43,0.0
2023-04-16,15.18,0.0
2023-04-17,14.5,0.0
2023-04-18,15.57,0.0
2023-04-19,15.28,0.0
2023-04-20,15.88,0.0
2023-04-21,16.63,0.0
2023-04-22,17.08,0.0
2023-04-23,17.1,0.0
2023-04-24,16.84,0.2
2023-04-25,16.75,0.0
2023-04-26,17.77,0.0
2023-04-27,18.85,0.0
2023-04-28,18.88,0.0
2023-04-29,19.71,2.4
2023-04-30,18.7,19.4
2023-05-01,16.85,7.8
2023-05-02,17.66,0.0
2023-05-03,18.685000000000002,0.0
2023-05-04,19.71,0.0
2023-05-05,18.8,0.0
2023-05-06,18.58,0.0
2023-05-07,19.06,0.0
2023-05-08,19.55,0.0
2023-05-09,19.55,0.0
2023-05-10,18.17,0.0
2023-05-11,16.37,0.0
2023-05-12,14.29,8.6
2023-05-13,15.01,0.4
2023-05-14,16.52,1.2
2023-05-15,17.7,0.0
2023-05-16,17.76,0.0
2023-05-17,17.84,0.0
2023-05-18,17.25,0.0
2023-05-19,16.25,5.0
2023-05-20,17.28,0.0
2023-05-21,16.93,0.0
2023-05-22,18.71,0.0
2023-05-23,18.85,1.6
2023-05-24,20.35,0.0
2023-05-25,16.42,26.8
2023-05-26,17.93,0.0
2023-05-27,20.25,0.0
2023-05-28,20.51,0.0
2023-05-29,19.01,0.0
2023-05-30,20.55,0.0
2023-05-31,21.21,0.0
2023-06-01,20.0,2.3
2023-06-02,20.04,0.0
2023-06-03,20.42,0.0
2023-06-04,20.9,0.0
2023-06-05,21.13,0.0
2023-06-06,21.22,0.0
2023-06-07,21.71,0.0
2023-06-08,21.97,0.0
2023-06-09,22.08,0.0
2023-06-10,22.6,0.0
2023-06-11,24.27,1.5
2023-06-12,23.88,0.1
2023-06-13,22.02,1.4
2023-06-14,22.43,0.0
2023-06-15,23.59,0.0
2023-06-16,23.18,0.0
2023-06-17,23.46,0.0
2023-06-18,24.9,0.0
2023-06-19,23.48,0.7
2023-06-20,24.02,0.0
2023-06-21,24.04,0.0
2023-06-22,24.96,0.0
2023-06-23,25.58,0.0
2023-06-24,24.83,0.0
2023-06-25,25.8,0.0
2023-06-26,26.7,0.0
2023-06-27,25.7,0.0
2023-06-28,25.85,0.0
2023-06-29,25.71,3.0
2023-06-30,23.35,6.0
2023-07-01,23.45,1.2
2023-07-02,24.25,0.0
2023-07-03,25.02,0.0
2023-07-04,25.08,0.2
2023-07-05,24.07,0.0
2023-07-06,25.28,0.0
2023-07-07,25.22,0.0
2023-07-08,26.84,0.0
2023-07-09,25.71,0.0
2023-07-10,26.53,0.0
2023-07-11,27.64,0.0
2023-07-12,26.71,0.0
2023-07-13,26.76,0.0
2023-07-14,27.09,0.0
2023-07-15,27.09,0.0
2023-07-16,26.3,0.0
2023-07-17,26.59,0.0
2023-07-18,27.17,0.0
2023-07-19,27.88,0.0
2023-07-20,27.47,0.0
2023-07-21,27.0,0.0
2023-07-22,26.83,0.0
2023-07-23,27.25,0.0
2023-07-24,26.52,0.0
2023-07-25,26.48,0.0
2023-07-26,24.45,0.0
2023-07-27,25.85,0.6
2023-07-28,26.52,0.0
2023-07-29,27.0,0.0
2023-07-30,27.19,0.0
2023-07-31,26.1,0.0
2023-08-01,26.85,0.0
2023-08-02,27.82,0.0
2023-08-03,25.2,0.0
2023-08-04,23.69,7.0
2023-08-05,24.68,0.0
2023-08-06,23.84,1.0
2023-08-07,24.44,0.0
2023-08-08,25.0,0.0
2023-08-09,26.32,0.0
2023-08-10,27.09,0.0
2023-08-11,27.44,0.0
2023-08-12,26.18,0.0
2023-08-13,26.55,0.0
2023-08-14,27.0,0.0
2023-08-15,26.75,0.0
2023-08-16,26.49,0.0
2023-08-17,26.82,0.0
2023-08-18,26.71,0.0
2023-08-19,27.2,0.0
2023-08-20,29.38,0.0
2023-08-21,30.15,0.0
2023-08-22,29.55,0.0
2023-08-23,31.58,0.0
2023-08-24,29.97,0.0
2023-08-25,28.58,0.0
2023-08-26,25.92,5.2
2023-08-27,19.52,64.6
2023-08-28,22.12,0.0
2023-08-29,22.84,0.0
2023-08-30,21.76,68.2
2023-08-31,23.54,0.2
2023-09-01,24.93,0.0
2023-09-02,23.83,0.0
2023-09-03,26.04,0.0
2023-09-04,27.62,0.0
2023-09-05,25.85,0.0
2023-09-06,24.46,0.0
2023-09-07,23.38,0.0
2023-09-08,23.38,0.0
2023-09-09,23.11,0.0
2023-09-10,23.7,0.0
2023-09-11,24.2,0.0
2023-09-12,23.98,0.0
2023-09-13,24.23,0.6
2023-09-14,24.1,0.0
2023-09-15,21.72,29.2
2023-09-16,23.32,15.6
2023-09-17,24.84,0.0
2023-09-18,26.15,0.0
2023-09-19,23.36,0.0
2023-09-20,21.53,7.6
2023-09-21,23.49,0.0
2023-09-22,21.8,0.0
2023-09-23,20.52,0.0
2023-09-24,21.43,0.0
2023-09-25,21.27,0.0
2023-09-26,21.93,0.0
2023-09-27,22.6,0.0
2023-09-28,22.76,0.0
2023-09-29,23.65,0.0
2023-09-30,25.0,0.0
2023-10-01,23.17,0.0
2023-10-02,22.75,0.0
2023-10-03,23.36,0.0
2023-10-04,24.2,0.0
2023-10-05,22.23,0.0
2023-10-06,22.78,0.0
2023-10-07,22.7,0.0
2023-10-08,22.36,0.0
2023-10-09,21.88,0.0
2023-10-10,21.83,0.0
2023-10-11,21.67,0.0
2023-10-12,21.71,0.0
2023-10-13,21.95,0.0
2023-10-14,22.01,0.0
2023-10-15,20.4,1.0
2023-10-16,18.65,15.0
2023-10-17,20.69,0.0
2023-10-18,23.0,0.0
2023-10-19,22.77,4.8
2023-10-20,19.35,1.4
2023-10-21,17.77,0.0
2023-10-22,17.38,0.0
2023-10-23,22.05,0.0
2023-10-24,18.59,5.6
2023-10-25,19.95,0.0
2023-10-26,21.59,0.0
2023-10-27,19.42,0.0
2023-10-28,18.89,0.0
2023-10-29,18.99,0.0
2023-10-30,17.29,3.6
2023-10-31,15.83,0.0
2023-11-01,18.06,0.0
2023-11-02,17.94,0.6
2023-11-03,14.65,0.0
2023-11-04,16.4,1.0
2023-11-05,17.11,0.0
2023-11-06,15.08,0.0
2023-11-07,13.81,0.0
2023-11-08,13.36,0.0
2023-11-09,13.88,1.2
2023-11-10,15.64,0.0
2023-11-11,14.55,0.0
2023-11-12,16.94,0.0
2023-11-13,19.01,0.0
2023-11-14,20.5,0.0
2023-11-15,16.78,0.0
2023-11-16,17.65,0.0
2023-11-17,16.04,2.0
2023-11-18,15.74,0.0
2023-11-19,14.59,0.0
2023-11-20,14.62,0.0
2023-11-21,14.11,0.4
2023-11-22,13.91,0.0
2023-11-23,12.33,0.0
2023-11-24,14.39,0.0
2023-11-25,13.23,0.0
2023-11-26,12.42,0.0
2023-11-27,12.09,0.0
2023-11-28,13.11,0.0
2023-11-29,12.83,2.0
2023-11-30,16.94,0.0
2023-12-01,15.03,0.0
2023-12-02,11.81,0.0
2023-12-03,10.78,0.0
2023-12-04,13.21,0.0
2023-12-05,11.44,0.0
2023-12-06,11.08,0.0
2023-12-07,12.3,0.0
2023-12-08,12.54,0.6
2023-12-09,13.08,0.0
2023-12-10,14.19,0.0
2023-12-11,15.9,0.0
2023-12-12,16.9,0.0
2023-12-13,15.38,0.0
2023-12-14,12.16,0.0
2023-12-15,12.69,0.0
2023-12-16,11.28,0.0
2023-12-17,9.59,0.0
2023-12-18,10.15,0.0
2023-12-19,10.66,0.0
2023-12-20,11.32,0.0
2023-12-21,11.99,0.0
2023-12-22,13.97,0.0
2023-12-23,12.49,0.0
2023-12-24,10.75,0.0
2023-12-25,9.84,0.0
2023-12-26,10.09,0.0
2023-12-27,10.19,0.0
2023-12-28,11.03,0.0
2023-12-29,10.41,0.0
2023-12-30,10.45,0.0
2023-12-31,12.8,0.0
2024-01-01,11.1,0.0
2024-01-02,12.8,0.0
2024-01-03,14.98,0.0
2024-01-04,13.46,0.0
2024-01-05,11.35,16.6
2024-01-06,10.11,0.0
2024-01-07,10.01,0.0
2024-01-08,7.66,0.0
2024-01-09,8.16,0.0
2024-01-10,8.91,5.4
2024-01-11,8.98,0.6
2024-01-12,9.0,0.0
2024-01-13,8.47,0.0
2024-01-14,11.47,0.0
2024-01-15,13.12,0.0
2024-01-16,12.96,0.0
2024-01-17,16.04,0.0
2024-01-18,17.44,0.0
2024-01-19,10.0,4.0
2024-01-20,9.31,0.0
2024-01-21,10.32,0.0
2024-01-22,11.03,0.0
2024-01-23,11.59,0.0
2024-01-24,12.08,0.0
2024-01-25,12.59,0.0
2024-01-26,14.67,0.0
2024-01-27,13.02,0.0
2024-01-28,12.2,0.0
2024-01-29,13.36,0.0
2024-01-30,12.49,0.0
2024-01-31,11.64,0.0
2024-02-01,11.44,0.0
2024-02-02,12.86,0.0
2024-02-03,12.24,0.0
2024-02-04,12.76,0.0
2024-02-05,12.53,0.0
2024-02-06,11.64,0.0
2024-02-07,12.7,0.0
2024-02-08,14.18,0.0
2024-02-09,13.72,3.4
2024-02-10,12.21,4.4
2024-02-11,11.35,0.0
2024-02-12,13.02,0.0
2024-02-13,12.51,0.0
2024-02-14,13.08,0.0
2024-02-15,13.71,0.0
2024-02-16,13.6,0.2
2024-02-17,14.48,0.4
2024-02-18,13.34,0.0
2024-02-19,14.34,0.0
2024-02-20,13.22,0.0
2024-02-21,12.7,0.0
2024-02-22,13.67,0.0
2024-02-23,11.82,7.6
2024-02-24,9.71,1.8
2024-02-25,11.86,0.0
2024-02-26,13.35,2.4
2024-02-27,11.5,0.2
2024-02-28,12.31,0.2
2024-02-29,12.4,0.0
2024-03-01,13.13,0.0
2024-03-02,13.6,0.0
2024-03-03,10.85,17.4
2024-03-04,12.01,0.0
2024-03-05,12.75,0.0
2024-03-06,12.15,0.0
2024-03-07,12.38,0.0
2024-03-08,13.0,4.0
2024-03-09,11.34,27.0
2024-03-10,11.73,0.0
2024-03-11,12.34,0.0
2024-03-12,12.49,0.0
2024-03-13,12.48,0.0
2024-03-14,12.64,0.0
2024-03-15,13.98,0.0
2024-03-16,15.7,0.0
2024-03-17,14.11,0.0
2024-03-18,14.55,0.0
2024-03-19,16.52,0.0
2024-03-20,14.93,0.0
2024-03-21,14.56,0.0
2024-03-22,17.9,0.0
2024-03-23,16.95,0.0
2024-03-24,14.22,0.8
2024-03-25,12.17,4.0
2024-03-26,13.4,23.4
2024-03-27,12.57,0.0
2024-03-28,16.67,0.0
2024-03-29,15.98,0.0
2024-03-30,14.38,6.0
2024-03-31,13.61,15.4
2024-04-01,14.26,0.0
2024-04-02,14.32,0.0
2024-04-03,15.64,0.0
2024-04-04,15.36,0.0
2024-04-05,16.19,0.0
2024-04-06,15.48,0.0
2024-04-07,16.96,0.0
2024-04-08,16.29,0.0
2024-04-09,14.03,0.4
2024-04-10,13.2,0.0
2024-04-11,15.27,0.0
2024-04-12,17.73,0.0
2024-04-13,19.08,0.0
2024-04-14,19.04,0.0
2024-04-15,18.66,0.0
2024-04-16,16.58,0.4
2024-04-17,14.42,6.8
2024-04-18,12.53,2.8
2024-04-19,13.75,0.0
2024-04-20,15.12,0.0
2024-04-21,14.05,0.0
2024-04-22,10.6,15.6
2024-04-23,10.39,4.4
2024-04-24,12.98,0.0
2024-04-25,13.35,0.0
2024-04-26,15.15,0.4
2024-04-27,16.15,0.0
2024-04-28,15.29,3.0
2024-04-29,13.98,47.4
2024-04-30,14.97,2.4
2024-05-01,16.18,0.0
2024-05-02,14.5,0.0
2024-05-03,15.4,0.0
2024-05-04,16.85,0.0
2024-05-05,16.9,0.0
2024-05-06,16.56,0.0
2024-05-07,16.15,2.0
2024-05-08,18.13,0.0
2024-05-09,18.6,0.0
2024-05-10,19.64,0.0
2024-05-11,19.05,0.0
2024-05-12,18.94,0.0
2024-05-13,19.12,0.0
2024-05-14,17.38,11.6
2024-05-15,15.83,3.4
2024-05-16,16.38,0.6
2024-05-17,17.46,0.0
2024-05-18,16.8,2.6
2024-05-19,17.67,0.0
2024-05-20,18.76,1.4
2024-05-21,18.28,0.6
2024-05-22,17.68,0.8
2024-05-23,18.14,0.0
2024-05-24,18.18,0.0
2024-05-25,18.72,0.0
2024-05-26,20.13,0.0
2024-05-27,20.13,0.0
2024-05-28,20.26,0.0
2024-05-29,20.4,0.0
2024-05-30,20.94,0.0
2024-05-31,20.68,0.0
2024-06-01,18.58,5.0
2024-06-02,19.63,0.0
2024-06-03,21.14,0.0
2024-06-04,21.58,0.0
2024-06-05,21.38,0.0
2024-06-06,22.86,0.0
2024-06-07,23.32,0.0
2024-06-08,23.97,0.0
2024-06-09,21.96,2.8
2024-06-10,19.84,9.6
2024-06-11,18.12,9.0
2024-06-12,17.93,8.0
2024-06-13,19.44,0.0
2024-06-14,21.56,0.0
2024-06-15,22.44,0.0
2024-06-16,22.44,0.0
2024-06-17,22.29,0.0
2024-06-18,23.1,0.0
2024-06-19,22.11,0.0
2024-06-20,21.45,9.6
2024-06-21,22.38,0.0
2024-06-22,22.04,0.0
2024-06-23,20.85,0.2
2024-06-24,22.9,0.0
2024-06-25,23.15,0.0
2024-06-26,23.48,0.0
2024-06-27,24.53,0.0
2024-06-28,25.36,0.0
2024-06-29,24.07,3.4
2024-06-30,22.65,0.0
2024-07-01,21.77,5.4
2024-07-02,22.53,0.0
2024-07-03,22.42,0.0
2024-07-04,22.89,0.0
2024-07-05,24.39,0.0
2024-07-06,24.26,0.0
2024-07-07,24.05,0.0
2024-07-08,24.55,0.0
2024-07-09,25.26,0.0
2024-07-10,25.65,0.0
2024-07-11,26.47,0.0
2024-07-12,26.0,0.0
2024-07-13,23.85,0.0
2024-07-14,24.88,0.0
2024-07-15,25.38,0.0
2024-07-16,25.86,0.0
2024-07-17,25.9,0.0
2024-07-18,26.52,0.0
2024-07-19,27.52,0.0
2024-07-20,27.03,0.0
2024-07-21,24.9,8.8
2024-07-22,25.8,0.0
2024-07-23,25.82,0.0
2024-07-24,26.59,0.0
2024-07-25,26.62,0.0
2024-07-26,27.58,0.0
2024-07-27,27.29,0.0
2024-07-28,26.6,0.0
2024-07-29,28.03,0.0
2024-07-30,29.15,0.0
2024-07-31,29.8,0.0
2024-08-01,28.69,0.0
2024-08-02,28.88,0.0
2024-08-03,27.49,0.0
2024-08-04,27.63,0.0
2024-08-05,27.3,0.0
2024-08-06,27.64,0.0
2024-08-07,28.14,0.0
2024-08-08,28.08,0.0
2024-08-09,28.78,0.0
2024-08-10,29.64,0.0
2024-08-11,26.86,0.0
2024-08-12,27.42,0.0
2024-08-13,27.7,0.0
2024-08-14,24.31,13.8
2024-08-15,25.38,0.2
2024-08-16,25.42,4.8
2024-08-17,26.77,0.0
2024-08-18,23.95,2.6
2024-08-19,24.9,0.0
2024-08-20,25.97,0.0
2024-08-21,26.37,0.0
2024-08-22,26.72,0.0
2024-08-23,27.11,0.0
2024-08-24,26.78,0.0
2024-08-25,26.45,0.0
2024-08-26,26.0,0.0
2024-08-27,26.81,0.0
2024-08-28,26.17,0.0
2024-08-29,25.26,0.0
2024-08-30,25.51,0.0
2024-08-31,25.85,0.0
2024-09-01,25.38,0.2
2024-09-02,25.92,0.0
2024-09-03,23.05,4.6
2024-09-04,21.15,11.8
2024-09-05,21.3,0.0
2024-09-06,24.03,4.6
2024-09-07,25.81,3.6
2024-09-08,21.64,24.2
2024-09-09,22.83,0.0
2024-09-10,23.07,0.0
2024-09-11,22.37,0.0
2024-09-12,19.25,0.2
2024-09-13,18.91,0.0
2024-09-14,21.0,0.0
2024-09-15,21.75,0.0
2024-09-16,22.43,0.0
2024-09-17,20.63,3.4
2024-09-18,19.89,0.0
2024-09-19,20.95,0.0
2024-09-20,20.42,2.4
2024-09-21,20.75,0.4
2024-09-22,20.91,0.6
2024-09-23,20.42,2.8
2024-09-24,21.76,0.0
2024-09-25,22.12,0.0
2024-09-26,24.75,0.0
2024-09-27,21.92,0.4
2024-09-28,18.45,0.0
2024-09-29,19.93,1.0
2024-09-30,21.99,0.0
2024-10-01,21.88,0.0
2024-10-02,19.36,13.8
2024-10-03,17.9,13.6
2024-10-04,19.08,0.0
2024-10-05,19.5,0.0
2024-10-06,21.05,0.0
2024-10-07,21.76,0.0
2024-10-08,20.92,1.6
2024-10-09,22.93,0.0
2024-10-10,20.04,0.0
2024-10-11,18.94,0.0
2024-10-12,20.09,0.4
2024-10-13,19.37,0.0
2024-10-14,20.48,0.0
2024-10-15,21.43,0.0
2024-10-16,21.95,0.0
2024-10-17,20.42,0.0
2024-10-18,16.69,0.0
2024-10-19,17.29,0.0
2024-10-20,19.62,0.0
2024-10-21,20.08,0.0
2024-10-22,19.29,0.0
2024-10-23,18.67,0.0
2024-10-24,18.36,0.0
2024-10-25,19.61,0.2
2024-10-26,15.63,45.0
2024-10-27,17.54,0.0
2024-10-28,19.21,1.0
2024-10-29,20.26,0.0
2024-10-30,20.06,3.8
2024-10-31,20.03,0.2
2024-11-01,17.93,0.2
2024-11-02,19.1,0.0
2024-11-03,18.38,4.8
2024-11-04,18.54,8.4
2024-11-05,19.53,0.4
2024-11-06,18.41,0.0
2024-11-07,18.02,0.0
2024-11-08,18.28,16.4
2024-11-09,17.02,0.0
2024-11-10,17.71,0.0
2024-11-11,16.57,0.0
2024-11-12,13.35,2.0
2024-11-13,14.25,0.4
2024-11-14,14.0,0.0
2024-11-15,14.85,0.0
2024-11-16,16.19,0.0
2024-11-17,15.14,0.0
2024-11-18,14.78,0.0
2024-11-19,15.31,0.0
2024-11-20,16.32,0.0
2024-11-21,15.88,0.0
2024-11-22,15.34,1.2
2024-11-23,14.6,0.4
2024-11-24,17.02,0.0
2024-11-25,16.53,0.0
2024-11-26,15.21,0.0
2024-11-27,13.79,0.0
2024-11-28,12.72,0.0
2024-11-29,13.45,0.0
2024-11-30,14.05,0.0
2024-12-01,14.88,0.0
2024-12-02,15.15,0.0
2024-12-03,13.73,0.0
2024-12-04,11.97,0.4
2024-12-05,12.32,0.0
2024-12-06,14.08,0.0
2024-12-07,14.27,0.0
2024-12-08,10.37,0.0
2024-12-09,10.49,0.0
2024-12-10,9.12,0.8
2024-12-11,9.17,1.4
2024-12-12,11.27,27.8
2024-12-13,11.8,0.0
2024-12-14,10.43,0.0
2024-12-15,10.3,0.0
2024-12-16,10.34,0.0
2024-12-17,12.9,0.0
2024-12-18,11.64,0.0
2024-12-19,16.02,0.0
2024-12-20,10.08,0.0
2024-12-21,10.01,0.0
2024-12-22,12.03,0.0
2024-12-23,10.26,0.0
2024-12-24,10.15,0.0
2024-12-25,11.79,0.0
2024-12-26,11.35,0.0
2024-12-27,11.24,0.0
2024-12-28,9.85,0.0
2024-12-29,9.62,0.0
2024-12-30,9.49,0.0
2024-12-31,10.06,0.0
2025-01-01,10.67,0.0
2025-01-02,9.9,0.0
2025-01-03,10.61,0.0
2025-01-04,11.77,0.0
2025-01-05,12.04,0.0
2025-01-06,13.97,1.2
2025-01-07,11.07,0.2
2025-01-08,14.57,0.0
2025-01-09,15.84,0.0
2025-01-10,14.09,0.0
2025-01-11,14.67,0.0
2025-01-12,9.95,0.0
2025-01-13,7.27,0.0
2025-01-14,7.38,0.0
2025-01-15,8.25,0.0
2025-01-16,9.23,1.6
2025-01-17,10.1,2.8
2025-01-18,9.93,0.0
2025-01-19,11.17,0.0
2025-01-20,11.05,0.0
2025-01-21,10.58,0.0
2025-01-22,11.6,0.0
2025-01-23,16.61,0.4
2025-01-24,16.61,0.4
2025-01-25,16.61,0.4
2025-01-26,16.61,0.4
2025-01-27,16.61,0.4
2025-01-28,12.82,0.0
2025-01-29,11.61,0.0
2025-01-30,12.06,0.0
2025-01-31,10.81,0.0
2025-02-01,8.98,0.4
2025-02-02,9.87,0.2
2025-02-03,11.66,0.0
2025-02-04,10.6,0.0
2025-02-05,11.15,0.0
2025-02-06,10.26,0.0
2025-02-07,11.06,0.8
2025-02-08,10.27,3.2
2025-02-09,9.89,0.0
2025-02-10,11.59,0.0
2025-02-11,11.75,0.2
2025-02-12,11.71,17.0
2025-02-13,13.17,0.0
2025-02-14,12.4,0.0
2025-02-15,11.1,0.0
2025-02-16,12.6,0.0
2025-02-17,11.9,0.0
2025-02-18,12.5,0.0
2025-02-19,12.67,0.0
2025-02-20,12.68,0.0
2025-02-21,12.38,0.0
2025-02-22,13.52,1.6
2025-02-23,12.34,0.2
2025-02-24,12.45,0.0
2025-02-25,12.13,2.0
2025-02-26,10.53,0.0
2025-02-27,11.58,0.0
2025-02-28,11.33,0.0
2025-03-01,11.14,0.0
2025-03-02,12.75,0.0
2025-03-03,12.75,5.2
2025-03-04,13.03,0.0
2025-03-05,12.65,0.0
2025-03-06,13.65,1.6
2025-03-07,12.47,9.0
2025-03-08,13.58,12.2
2025-03-09,13.25,17.0
2025-03-10,12.55,1.6
2025-03-11,12.5,0.0
2025-03-12,12.54,0.0
2025-03-13,10.81,1.0
2025-03-14,8.1,11.8
2025-03-15,9.35,0.6
2025-03-16,9.34,1.2
2025-03-17,10.19,0.4
2025-03-18,11.35,0.6
2025-03-19,12.88,10.0
2025-03-20,13.68,0.2
2025-03-21,13.5,8.0
2025-03-22,13.57,0.4
2025-03-23,11.86,1.8
2025-03-24,11.6,3.0
2025-03-25,12.41,0.2
2025-03-26,14.11,0.0
2025-03-27,13.59,0.0
2025-03-28,13.14,1.4
2025-03-29,14.28,0.0
2025-03-30,14.5,0.0
2025-03-31,14.68,0.0
2025-04-01,14.41,0.0
2025-04-02,13.4,0.2
2025-04-03,14.72,0.0
2025-04-04,16.66,0.0
2025-04-05,15.32,0.0
2025-04-06,18.22,0.0
2025-04-07,16.17,0.0
2025-04-08,15.39,0.0
2025-04-09,15.38,0.0
2025-04-10,15.61,0.0
2025-04-11,15.31,0.0
2025-04-12,15.82,0.0
2025-04-13,16.1,0.0
2025-04-14,16.5,0.0
2025-04-15,16.45,0.0
2025-04-16,12.71,0.0
2025-04-17,13.53,0.0
2025-04-18,15.59,0.0
2025-04-19,15.43,0.4
